taxonID,Rank,name,genus,species
wfo-0001303336,subspecies,carratracensis,Armeria,pseudarmeria
wfo-0001303910,subspecies,bahusiense,Limonium,vulgare
wfo-0001303539,subspecies,catalaunicum,Limonium,catalaunicum
wfo-0001303273,subspecies,elegans,Armeria,maritima
wfo-0001303706,subspecies,pseudominutum,Limonium,minutum
wfo-0001303892,subspecies,donetzicum,Limonium,tomentellum
wfo-0001304069,subspecies,raddiana,Statice,delicatula
wfo-0001304238,subspecies,malinvaudii,Statice,majellensis
wfo-0001303520,subspecies,transcanalis,Limonium,britannicum
wfo-0001303629,subspecies,battandieri,Limonium,gummiferum
wfo-0001303694,subspecies,sulcitanum,Limonium,merxmuelleri
wfo-0001304136,subspecies,genuina,Statice,gmelini
wfo-0001303361,subspecies,bernisiana,Armeria,pungens
wfo-0001303276,subspecies,interior,Armeria,maritima
wfo-0001303981,subspecies,elongata,Statice,armeria
wfo-0001303450,subspecies,acutifolium,Limonium,acutifolium
wfo-0001303139,subspecies,peronini,Acantholimon,puberulum
wfo-0001303591,subspecies,bianorii,Limonium,duriusculum
wfo-0001303911,subspecies,behen,Limonium,vulgare
wfo-0001303271,subspecies,depilata,Armeria,maritima
wfo-0001303319,subspecies,piorum,Armeria,plantaginea
wfo-0001303551,subspecies,psilocladum,Limonium,confusum
wfo-0001303572,subspecies,angustebracteatum,Limonium,delicatulum
wfo-0001303329,subspecies,alpina,Armeria,pocutica
wfo-0001303453,subspecies,cornusianum,Limonium,acutifolium
wfo-0001303183,subspecies,cantabrica,Armeria,alpina
wfo-0001304098,subspecies,exaristata,Statice,echioides
wfo-0001303586,subspecies,lusitanicum,Limonium,dodartii
wfo-0001303181,subspecies,bubanii,Armeria,alpina
wfo-0001303518,subspecies,celticum,Limonium,britannicum
wfo-0001303243,subspecies,filicaulis,Armeria,filicaulis
wfo-0001303344,subspecies,provillosa,Armeria,pseudarmeria
wfo-0001303783,subspecies,ramosissimum,Limonium,ramosissimum
wfo-0001303983,subspecies,maritima,Statice,armeria
wfo-0001303978,subspecies,californica,Statice,arctica
wfo-0001303349,subspecies,villosa,Armeria,pseudarmeria
wfo-0001303534,subspecies,caprariense,Limonium,caprariense
wfo-0001303199,subspecies,confusa,Armeria,arenaria
wfo-0001303046,subspecies,pumila,Armeria,alpina
wfo-0001303899,subspecies,zanonii,Limonium,tubiflorum
wfo-0001303104,subspecies,glabratum,Acantholimon,glabratum
wfo-0001303535,subspecies,multiflorum,Limonium,caprariense
wfo-0001303202,subspecies,peirescii,Armeria,arenaria
wfo-0001303771,subspecies,alleizettei,Limonium,pruinosum
wfo-0001303618,subspecies,hungaricum,Limonium,gmelinii
wfo-0001303200,subspecies,madoricola,Armeria,arenaria
wfo-0001303346,subspecies,sobrinhoi,Armeria,pseudarmeria
wfo-0001303322,subspecies,sicorisiensis,Armeria,plantaginea
wfo-0001303735,subspecies,biflorum,Limonium,ovalifolium
wfo-0001303277,subspecies,intermedia,Armeria,maritima
wfo-0001303671,subspecies,insulare,Limonium,laetum
wfo-0001303428,subspecies,italicum,Goniolimon,tataricum
wfo-0001303631,subspecies,eu-gummiferum,Limonium,gummiferum
wfo-0001304097,subspecies,exaristata,Statice,echioides
wfo-0001304272,subspecies,minutiflora,Statice,minutiflora
wfo-0001303317,subspecies,magna,Armeria,plantaginea
wfo-0001303278,subspecies,juniperifolia,Armeria,maritima
wfo-0001303105,subspecies,kashanense,Acantholimon,glabratum
wfo-0001303840,subspecies,beaumierianum,Limonium,sinuatum
wfo-0001303316,subspecies,leucantha,Armeria,plantaginea
wfo-0001304202,subspecies,bahusiensis,Statice,limonium
wfo-0001303337,subspecies,castellata,Armeria,pseudarmeria
wfo-0001303274,subspecies,fontqueri,Armeria,maritima
wfo-0001303161,subspecies,rudbaricum,Acantholimon,truncatum
wfo-0001303730,subspecies,opulentum,Limonium,oleifolium
wfo-0001303077,subspecies,pilosum,Acantholimon,bodeanum
wfo-0001304206,subspecies,remotiflora,Statice,limonium
wfo-0001303550,subspecies,duriusculum,Limonium,confusum
wfo-0001303909,subspecies,angustifolium,Limonium,vulgare
wfo-0001303076,subspecies,bodeanum,Acantholimon,bodeanum
wfo-0001303699,subspecies,balearicum,Limonium,minutiflorum
wfo-0001303905,subspecies,vestitum,Limonium,vestitum
wfo-0001304433,subspecies,sareptana,Statice,tomentella
wfo-0001303565,subspecies,mauritii,Limonium,cymuliferum
wfo-0001303250,subspecies,gracilis,Armeria,gracilis
wfo-0001303695,subspecies,tigulianum,Limonium,merxmuelleri
wfo-0001303247,subspecies,trevenqueana,Armeria,filicaulis
wfo-0001303315,subspecies,burgalensis,Armeria,plantaginea
wfo-0001303502,subspecies,cantianum,Limonium,binervosum
wfo-0001303340,subspecies,littoralis,Armeria,pseudarmeria
wfo-0001303597,subspecies,exaristatum,Limonium,echioides
wfo-0001303741,subspecies,pyramidatum,Limonium,ovalifolium
wfo-0001304207,subspecies,serotina,Statice,limonium
wfo-0001303440,subspecies,multiflorum,Limoniastrum,monopetalum
wfo-0001303505,subspecies,mutatum,Limonium,binervosum
wfo-0001303131,subspecies,dubium,Acantholimon,macranthum
wfo-0001303388,subspecies,vulgaris,Armeria,vulgaris
wfo-0001303841,subspecies,bonduellei,Limonium,sinuatum
wfo-0001303330,subspecies,pseudarmeria,Armeria,pseudarmeria
wfo-0001303800,subspecies,retirameum,Limonium,retirameum
wfo-0001303576,subspecies,latebracteatum,Limonium,delicatulum
wfo-0001303185,subspecies,fontqueri,Armeria,alpina
wfo-0001303182,subspecies,bubanii,Armeria,alpina
wfo-0001303904,subspecies,brusnicense,Limonium,vestitum
wfo-0001303372,subspecies,lacaitae,Armeria,segoviensis
wfo-0001303341,subspecies,longifolia,Armeria,pseudarmeria
wfo-0001303129,subspecies,lycaonicum,Acantholimon,lycaonicum
wfo-0001303140,subspecies,peroninii,Acantholimon,puberulum
wfo-0001303269,subspecies,azorica,Armeria,maritima
wfo-0001304143,subspecies,tomentella,Statice,gmelinii
wfo-0001303347,subspecies,tejedensis,Armeria,pseudarmeria
wfo-0001303375,subspecies,splendens,Armeria,splendens
wfo-0001303130,subspecies,cappadocicum,Acantholimon,lycaonicum
wfo-0001304200,subspecies,aggregata,Statice,limonium
wfo-0001303339,subspecies,eriophylla,Armeria,pseudarmeria
wfo-0001303370,subspecies,genargentea,Armeria,sardoa
wfo-0001304160,subspecies,cymulifera,Statice,gummifera
wfo-0001303519,subspecies,coombense,Limonium,britannicum
wfo-0001303613,subspecies,willdenowii,Limonium,girardianum
wfo-0001303384,subspecies,serpentinicola,Armeria,villosa
wfo-0001303703,subspecies,acutifolium,Limonium,minutum
wfo-0001303059,subspecies,acerosum,Acantholimon,acerosum
wfo-0001303190,subspecies,trachyphylla,Armeria,alpina
wfo-0001303335,subspecies,bourgaei,Armeria,pseudarmeria
wfo-0001303619,subspecies,multiceps,Limonium,gougetianum
wfo-0001303060,subspecies,longibracteolatum,Acantholimon,acerosum
wfo-0001303760,subspecies,pontium,Limonium,pontium
wfo-0001303203,subspecies,pradetensis,Armeria,arenaria
wfo-0001303123,subspecies,kotschyi,Acantholimon,kotschyi
wfo-0001304204,subspecies,behen,Statice,limonium
wfo-0001304059,subspecies,cosyrensis,Statice,cosyrensis
wfo-0001304203,subspecies,bahusiensis,Statice,limonium
wfo-0001303345,subspecies,sampaioi,Armeria,pseudarmeria
wfo-0001303380,subspecies,villosa,Armeria,villosa
wfo-0001303357,subspecies,pubescens,Armeria,pubescens
wfo-0001303980,subspecies,armeria,Statice,armeria
wfo-0001303593,subspecies,duriusculum,Limonium,duriusculum
wfo-0001303365,subspecies,rouyana,Armeria,rouyana
wfo-0001303787,subspecies,humile,Limonium,recurvum
wfo-0001303211,subspecies,bigerrensis,Armeria,bigerrensis
wfo-0001303238,subspecies,bourgaei,Armeria,duriaei
wfo-0001303184,subspecies,confusa,Armeria,alpina
wfo-0001303739,subspecies,lusitanicum,Limonium,ovalifolium
wfo-0001303214,subspecies,bourgaei,Armeria,bourgaei
wfo-0001303454,subspecies,nymphaeum,Limonium,acutifolium
wfo-0001303853,subspecies,rusicadense,Limonium,spathulatum
wfo-0001303270,subspecies,bourgaei,Armeria,maritima
wfo-0001303174,subspecies,alliacea,Armeria,alliacea
wfo-0001303272,subspecies,eifeliaca,Armeria,maritima
wfo-0001303790,subspecies,recurvum,Limonium,recurvum
wfo-0001303693,subspecies,oristanum,Limonium,merxmuelleri
wfo-0001303740,subspecies,ovalifolium,Limonium,ovalifolium
wfo-0001303451,subspecies,acutifolium,Limonium,acutifolium
wfo-0001303090,subspecies,caryophyllaceum,Acantholimon,caryophyllaceum
wfo-0001303198,subspecies,apennina,Armeria,arenaria
wfo-0001303188,subspecies,muelleri,Armeria,alpina
wfo-0001303762,subspecies,cambrense,Limonium,procerum
wfo-0001303191,subspecies,vasconica,Armeria,alpina
wfo-0001303456,subspecies,tenuifolium,Limonium,acutifolium
wfo-0001304227,subspecies,juncea,Statice,littoralis
wfo-0001303517,subspecies,macropterum,Limonium,brassicifolium
wfo-0001303157,subspecies,spirizianum,Acantholimon,spirizianum
wfo-0001304224,subspecies,littoralis,Statice,littoralis
wfo-0001303201,subspecies,marginata,Armeria,arenaria
wfo-0001303189,subspecies,pubinervis,Armeria,alpina
wfo-0001303508,subspecies,saxonicum,Limonium,binervosum
wfo-0001303650,subspecies,carthaginiense,Limonium,insigne
wfo-0001304306,subspecies,choulettiana,Statice,plantaginea
wfo-0001303257,subspecies,humilis,Armeria,humilis
wfo-0001303279,subspecies,majuscula,Armeria,maritima
wfo-0001303427,subspecies,graecum,Goniolimon,tataricum
wfo-0001303338,subspecies,ciliata,Armeria,pseudarmeria
wfo-0001304273,subspecies,panormitana,Statice,minutiflora
wfo-0001303578,subspecies,orientale,Limonium,delicatulum
wfo-0001303579,subspecies,tournefortii,Limonium,delicatulum
wfo-0001304236,subspecies,eumajellensis,Statice,majellensis
wfo-0001303245,subspecies,alfacarensis,Armeria,filicaulis
wfo-0001304121,subspecies,girardiana,Statice,girardiana
wfo-0001303306,subspecies,multiceps,Armeria,multiceps
wfo-0001303218,subspecies,dalmatica,Armeria,canescens
wfo-0001303497,subspecies,caspium,Limonium,bellidifolium
wfo-0001303544,subspecies,californicum,Limonium,commune
wfo-0001303507,subspecies,sarniense,Limonium,binervosum
wfo-0001304308,subspecies,medians,Statice,plantaginea
wfo-0001303982,subspecies,major,Statice,armeria
wfo-0001303737,subspecies,gallicum,Limonium,ovalifolium
wfo-0001303799,subspecies,caralitanum,Limonium,retirameum
wfo-0001303381,subspecies,alcaracensis,Armeria,villosa
wfo-0001304096,subspecies,echioides,Statice,echioides
wfo-0001303367,subspecies,ruscinonensis,Armeria,ruscinonensis
wfo-0001303249,subspecies,genesiana,Armeria,genesiana
wfo-0001303503,subspecies,dodartii,Limonium,binervosum
wfo-0001303763,subspecies,devoniense,Limonium,procerum
wfo-0001303457,subspecies,tharrosianum,Limonium,acutifolium
wfo-0001304081,subspecies,calcarae,Statice,dictyoclada
wfo-0001303835,subspecies,vaccarii,Limonium,sibthorpianum
wfo-0001303455,subspecies,obtusifolium,Limonium,acutifolium
wfo-0001303913,subspecies,pseudolimonium,Limonium,vulgare
wfo-0001303246,subspecies,nevadensis,Armeria,filicaulis
wfo-0001303386,subspecies,plantaginea,Armeria,vulgaris
wfo-0001304280,subspecies,ocymifolia,Statice,ocymifolia
wfo-0001303692,subspecies,merxmuelleri,Limonium,merxmuelleri
wfo-0001304065,subspecies,mauritii,Statice,cymulifera
wfo-0001303468,subspecies,ruizii,Limonium,aragonense
wfo-0001303574,subspecies,delicatulum,Limonium,delicatulum
wfo-0001304237,subspecies,majellensis,Statice,majellensis
wfo-0001303333,subspecies,alboi,Armeria,pseudarmeria
wfo-0001303580,subspecies,valentinum,Limonium,delicatulum
wfo-0001303784,subspecies,siculum,Limonium,ramosissimum
wfo-0001303261,subspecies,langei,Armeria,langei
wfo-0001303577,subspecies,latibracteatum,Limonium,delicatulum
wfo-0001303266,subspecies,majellensis,Armeria,majellensis
wfo-0001303731,subspecies,pseudodictyocladum,Limonium,oleifolium
wfo-0001304205,subspecies,rariflora,Statice,limonium
wfo-0001303898,subspecies,maroccanum,Limonium,tubiflorum
wfo-0001303474,subspecies,pseudarticulatum,Limonium,articulatum
wfo-0001303736,subspecies,canariense,Limonium,ovalifolium
wfo-0001303187,subspecies,microcephala,Armeria,alpina
wfo-0001303152,subspecies,senganense,Acantholimon,senganense
wfo-0001304082,subspecies,pygmaea,Statice,dictyoclada
wfo-0001303253,subspecies,spinulosa,Armeria,hirta
wfo-0001303321,subspecies,rigida,Armeria,plantaginea
wfo-0001303231,subspecies,cespitosa,Armeria,cespitosa
wfo-0001303334,subspecies,allioides,Armeria,pseudarmeria
wfo-0001303592,subspecies,cavanillesii,Limonium,duriusculum
wfo-0001303216,subspecies,canescens,Armeria,canescens
wfo-0001304120,subspecies,costae,Statice,girardiana
wfo-0001303234,subspecies,daveaui,Armeria,daveaui
wfo-0001303891,subspecies,alutaceum,Limonium,tomentellum
wfo-0001303153,subspecies,tehranense,Acantholimon,senganense
wfo-0001303281,subspecies,pubigera,Armeria,maritima
wfo-0001303275,subspecies,glabrescens,Armeria,maritima
wfo-0001303893,subspecies,hypanicum,Limonium,tomentellum
wfo-0001303088,subspecies,capitatum,Acantholimon,capitatum
wfo-0001303056,subspecies,brachystachyum,Acantholimon,acerosum
wfo-0001303705,subspecies,minutum,Limonium,minutum
wfo-0001303426,subspecies,croaticum,Goniolimon,tataricum
wfo-0001303912,subspecies,humile,Limonium,vulgare
wfo-0001303098,subspecies,lycaonicum,Acantholimon,echinus
wfo-0001303382,subspecies,enritrianoi,Armeria,villosa
wfo-0001303318,subspecies,montcaunica,Armeria,plantaginea
wfo-0001303219,subspecies,littorifuga,Armeria,canescens
wfo-0001303089,subspecies,sivasicum,Acantholimon,capitatum
wfo-0001303314,subspecies,alliacea,Armeria,plantaginea
wfo-0001303552,subspecies,raddianum,Limonium,confusum
wfo-0001303282,subspecies,smolikana,Armeria,maritima
wfo-0001303342,subspecies,monchiquensis,Armeria,pseudarmeria
wfo-0001303625,subspecies,graecum,Limonium,graecum
wfo-0001303162,subspecies,ulicinum,Acantholimon,ulicinum
wfo-0001303596,subspecies,eu-echioides,Limonium,echioides
wfo-0001303383,subspecies,longiristata,Armeria,villosa
wfo-0001303504,subspecies,lychnidifolium,Limonium,binervosum
wfo-0001304201,subspecies,angustifolia,Statice,limonium
wfo-0001303506,subspecies,occidentale,Limonium,binervosum
wfo-0001303280,subspecies,planifolia,Armeria,maritima
wfo-0001303348,subspecies,transmontana,Armeria,pseudarmeria
wfo-0001303901,subspecies,eugeniae,Limonium,tunetanum
wfo-0001303649,subspecies,carthaginensis,Limonium,insigne
wfo-0001303186,subspecies,godayana,Armeria,alpina
wfo-0001304092,subspecies,duriuscula,Statice,duriuscula
wfo-0001303425,subspecies,tataricum,Goniolimon,tataricum
wfo-0001303633,subspecies,sebkarum,Limonium,gummiferum
wfo-0001303614,subspecies,globulariifolium,Limonium,globulariifolium
wfo-0001303501,subspecies,binervosum,Limonium,binervosum
wfo-0001303728,subspecies,oleifolium,Limonium,oleifolium
wfo-0001303343,subspecies,pauana,Armeria,pseudarmeria
wfo-0001303788,subspecies,portlandicum,Limonium,recurvum
wfo-0001304091,subspecies,catalaunica,Statice,duriuscula
wfo-0001304164,subspecies,baetica,Statice,hirta
wfo-0001304307,subspecies,leucantha,Statice,plantaginea
wfo-0001303377,subspecies,transmontana,Armeria,transmontana
wfo-0001303137,subspecies,puberulum,Acantholimon,puberulum
wfo-0001303387,subspecies,rhenana,Armeria,vulgaris
wfo-0001304226,subspecies,filicaulis,Statice,littoralis
wfo-0001303195,subspecies,alpina,Armeria,alpina
wfo-0001303290,subvariety,protypica,Armeria,maritima
wfo-0001303288,subvariety,juniperifolia,Armeria,maritima
wfo-0001303368,subvariety,littorifuga,Armeria,ruscinonensis
wfo-0001303283,subvariety,carratracensis,Armeria,maritima
wfo-0001303374,subvariety,monchiquensis,Armeria,sobrinhoi
wfo-0001303843,subvariety,glabrescens,Limonium,sinuatum
wfo-0001303351,subvariety,tejedensis,Armeria,pseudarmeria
wfo-0001303206,subvariety,monchiquensis,Armeria,beirana
wfo-0001303285,subvariety,elegans,Armeria,maritima
wfo-0001303176,subvariety,sicorisiensis,Armeria,alliacea
wfo-0001303207,subvariety,sublittorea,Armeria,beirana
wfo-0001303291,subvariety,salvadorii,Armeria,maritima
wfo-0001303284,subvariety,confusa,Armeria,maritima
wfo-0001303221,subvariety,asturica,Armeria,cantabrica
wfo-0001303842,subvariety,annuum,Limonium,sinuatum
wfo-0001303289,subvariety,marginata,Armeria,maritima
wfo-0001303192,subvariety,confusa,Armeria,alpina
wfo-0001303287,subvariety,javalambrica,Armeria,maritima
wfo-0001303350,subvariety,carratracensis,Armeria,pseudarmeria
wfo-0001303286,subvariety,gracilifolia,Armeria,maritima
wfo-0001303167,tribe,Aegialitideae,,
wfo-0001303402,tribe,Armerieae,,
wfo-0001303933,tribe,Plumbagineae,,
wfo-0001303932,tribe,Plumbagineae,,
wfo-0001303443,tribe,Limonieae,,
wfo-0001304450,tribe,Staticeae,,
wfo-0001304083,variety,dubia,Statice,dictyoclada
wfo-0001304146,variety,limonioides,Statice,gmelinii
wfo-0001304252,variety,soloitana,Statice,mauritanica
wfo-0001303055,variety,acerosum,Acantholimon,acerosum
wfo-0001304334,variety,grandiflora,Statice,pseudoarmeria
wfo-0001303138,variety,puberulum,Acantholimon,puberulum
wfo-0001303970,variety,yebalica,Statice,allioides
wfo-0001304029,variety,patagonica,Statice,brasiliensis
wfo-0001303099,variety,festucaceum,Acantholimon,festucaceum
wfo-0001304017,variety,divaricata,Statice,bellidifolia
wfo-0001303412,variety,callicomum,Goniolimon,callicomum
wfo-0001303223,variety,thessala,Armeria,cariensis
wfo-0001303952,variety,pumila,Plumbago,tomentosa
wfo-0001304212,variety,longidentata,Statice,limonium
wfo-0001303766,variety,medium,Limonium,procerum
wfo-0001304023,variety,occidentalis,Statice,binervosa
wfo-0001303294,variety,canescens,Armeria,maritima
wfo-0001304144,variety,laxiflora,Statice,gmelinii
wfo-0001304293,variety,nana,Statice,ovalifolia
wfo-0001303879,variety,coccineum,Limonium,tataricum
wfo-0001303490,variety,annuum,Limonium,beaumierianum
wfo-0001304397,variety,spathulata,Statice,spathulata
wfo-0001304251,variety,safiensis,Statice,mauritanica
wfo-0001304336,variety,splendens,Statice,pseudoarmeria
wfo-0001303846,variety,candidissimum,Limonium,sinuatum
wfo-0001304424,variety,alba,Statice,suworowii
wfo-0001304076,variety,humilis,Statice,densiflora
wfo-0001304025,variety,augustata,Statice,brasiliense
wfo-0001303848,variety,tripeaui,Limonium,sinuatum
wfo-0001304426,variety,nana,Statice,tatarica
wfo-0001303122,variety,kopetdaghense,Acantholimon,khorassanicum
wfo-0001304407,variety,glabra,Statice,spicata
wfo-0001303567,variety,sebkarum,Limonium,cymuliferum
wfo-0001303483,variety,maduoensis,Limonium,aureum
wfo-0001303750,variety,divaricatum,Limonium,pectinatum
wfo-0001303420,variety,alpinum,Goniolimon,speciosum
wfo-0001303177,variety,bupleuroides,Armeria,alliacea
wfo-0001304104,variety,superba,Statice,exima
wfo-0001303484,variety,dodarti,Limonium,auriculifolium
wfo-0001303228,variety,rubra,Armeria,cephalotes
wfo-0001303078,variety,brachyphyllum,Acantholimon,brachystachyum
wfo-0001303430,variety,besserianum,Goniolimon,tataricum
wfo-0001304275,variety,alba,Statice,montana
wfo-0001303267,variety,subalpina,Armeria,majellensis
wfo-0001303108,variety,typicum,Acantholimon,glumaceum
wfo-0001304028,variety,angustata,Statice,brasiliensis
wfo-0001304316,variety,grandiflora,Statice,plantaginea
wfo-0001304095,variety,laevis,Statice,ebracteata
wfo-0001304233,variety,sinuata,Statice,macrophylla
wfo-0001304300,variety,incompta,Statice,pectinata
wfo-0001304214,variety,minor,Statice,limonium
wfo-0001304386,variety,integrifolia,Statice,sinuata
wfo-0001304303,variety,capillifolia,Statice,pinifolia
wfo-0001303562,variety,glabrescens,Limonium,cumanum
wfo-0001304346,variety,genuina,Statice,purpurata
wfo-0001303721,variety,trichogonum,Limonium,nashii
wfo-0001304260,variety,acutifolia,Statice,minuta
wfo-0001303390,variety,denticulata,Armeria,vulgaris
wfo-0001304141,variety,steiroclada,Statice,gmelini
wfo-0001304177,variety,coccinea,Statice,incana
wfo-0001303145,variety,pubescens,Acantholimon,roseum
wfo-0001303069,variety,creticum,Acantholimon,androsaceum
wfo-0001304126,variety,major,Statice,globulariaefolia
wfo-0001303116,variety,huetii,Acantholimon,huetii
wfo-0001304445,variety,majuscula,Statice,vulgaris
wfo-0001303413,variety,gorczakovskyi,Goniolimon,callicomum
wfo-0001304311,variety,barbata,Statice,plantaginea
wfo-0001303432,variety,graminifolium,Goniolimon,tataricum
wfo-0001303226,variety,alba,Armeria,cephalotes
wfo-0001303498,variety,bellidifolium,Limonium,bellidifolium
wfo-0001304434,variety,delilei,Statice,tremolsii
wfo-0001303292,variety,albi,Armeria,maritima
wfo-0001303397,variety,plantaginea,Armeria,vulgaris
wfo-0001303106,variety,breviscapum,Acantholimon,glumaceum
wfo-0001304315,variety,gigantea,Statice,plantaginea
wfo-0001304423,variety,flora-alba,Statice,superba
wfo-0001304441,variety,tenia,Statice,virgata
wfo-0001304269,variety,sommieriana,Statice,minuta
wfo-0001304130,variety,major,Statice,globulariifolia
wfo-0001304356,variety,hirtula,Statice,salsuginosa
wfo-0001303522,variety,coombense,Limonium,britannicum
wfo-0001304404,variety,typica,Statice,speciosa
wfo-0001303636,variety,typicum,Limonium,gummiferum
wfo-0001303239,variety,seticaulis,Armeria,duriaei
wfo-0001303066,variety,subsessile,Acantholimon,alatavicum
wfo-0001304195,variety,scapis-filiformibus,Statice,leptostachya
wfo-0001303355,variety,sampaioi,Armeria,pseudarmeria
wfo-0001303752,variety,pectinatum,Limonium,pectinatum
wfo-0001304250,variety,pubigera,Statice,maritima
wfo-0001304301,variety,solandri,Statice,pectinata
wfo-0001304323,variety,splendens,Statice,plantaginea
wfo-0001304295,variety,paniculata,Statice,ovalifolia
wfo-0001303751,variety,incomptum,Limonium,pectinatum
wfo-0001304127,variety,minor,Statice,globulariaefolia
wfo-0001303969,variety,matritensis,Statice,alliacea
wfo-0001304018,variety,prostrata,Statice,bellidifolia
wfo-0001303325,variety,grandiflora,Armeria,plantaginea
wfo-0001303654,variety,rossmaessleri,Limonium,insigne
wfo-0001303558,variety,maior,Limonium,cosyrense
wfo-0001304084,variety,pygmaea,Statice,dictyoclada
wfo-0001303744,variety,papillatum,Limonium,papillatum
wfo-0001304179,variety,hybrida-nana,Statice,incana
wfo-0001304309,variety,alba,Statice,plantaginea
wfo-0001304217,variety,scanica,Statice,limonium
wfo-0001304145,variety,lilacina,Statice,gmelinii
wfo-0001303854,variety,emarginatum,Limonium,spathulatum
wfo-0001303581,variety,leptostachys,Limonium,delicatulum
wfo-0001303620,variety,multiceps,Limonium,gougetianum
wfo-0001303545,variety,minus,Limonium,commune
wfo-0001303992,variety,minor,Statice,armeria
wfo-0001304142,variety,typica,Statice,gmelini
wfo-0001303458,variety,obtusifolium,Limonium,acutifolium
wfo-0001304339,variety,genuina,Statice,psiloclada
wfo-0001303146,variety,pungens,Acantholimon,roseum
wfo-0001304387,variety,subglabra,Statice,sinuata
wfo-0001303653,variety,paui,Limonium,insigne
wfo-0001304427,variety,trigonoides,Statice,tatarica
wfo-0001304162,variety,cymulifera,Statice,gummifera
wfo-0001304302,variety,reniformis,Statice,perfoliata
wfo-0001303725,variety,procerum,Limonium,occidentale
wfo-0001304228,variety,davaei,Statice,littoralis
wfo-0001303256,variety,hirta,Armeria,hirta
wfo-0001304000,variety,strictissima,Statice,articulata
wfo-0001304296,variety,pyramidata,Statice,ovalifolia
wfo-0001304087,variety,humile,Statice,dodartii
wfo-0001304229,variety,cuspidata,Statice,longearistata
wfo-0001304129,variety,glauca,Statice,globulariifolia
wfo-0001303193,variety,alba,Armeria,alpina
wfo-0001303847,variety,subglabrum,Limonium,sinuatum
wfo-0001303085,variety,platyphyllum,Acantholimon,bromifolium
wfo-0001303396,variety,palatina,Armeria,vulgaris
wfo-0001303421,variety,crispum,Goniolimon,speciosum
wfo-0001303406,variety,feei,Ceratolimon,feei
wfo-0001303359,variety,hirta,Armeria,pubigera
wfo-0001304400,variety,genuina,Statice,speciosa
wfo-0001303989,variety,hortensis,Statice,armeria
wfo-0001303081,variety,bromifolium,Acantholimon,bromifolium
wfo-0001304428,variety,typica,Statice,tatarica
wfo-0001303045,variety,plantaginea,Armeria,alliacea
wfo-0001304011,variety,tripeaui,Statice,beaumieriana
wfo-0001304310,variety,atlantica,Statice,plantaginea
wfo-0001304040,variety,pumila,Statice,caroliniana
wfo-0001303849,variety,typicum,Limonium,sinuatum
wfo-0001304191,variety,alba,Statice,latifolia
wfo-0001304432,variety,pygmaea,Statice,tineoi
wfo-0001304221,variety,brachyphylla,Statice,linifolia
wfo-0001303931,variety,micrantha,Plumbagella,micrantha
wfo-0001303594,variety,robustior,Limonium,duriusculum
wfo-0001303395,variety,nana,Armeria,vulgaris
wfo-0001303627,variety,stenotatum,Limonium,graecum
wfo-0001303080,variety,intermedium,Acantholimon,bracteatum
wfo-0001304425,variety,angustifolium,Statice,tatarica
wfo-0001304264,variety,inarimensis,Statice,minuta
wfo-0001303767,variety,paramedium,Limonium,procerum
wfo-0001303229,variety,splendens,Armeria,cephalotes
wfo-0001303144,variety,erinaceum,Acantholimon,roseum
wfo-0001303743,variety,callibotryum,Limonium,papillatum
wfo-0001304347,variety,longifolia,Statice,purpurata
wfo-0001303949,variety,densiflora,Plumbago,scandens
wfo-0001304218,variety,typica,Statice,limonium
wfo-0001303115,variety,virens,Acantholimon,hohenackeri
wfo-0001304314,variety,djurdjurae,Statice,plantaginea
wfo-0001303947,variety,coccinea,Plumbago,rosea
wfo-0001303100,variety,laxiflora,Acantholimon,festucaceum
wfo-0001303434,variety,laxiflorum,Goniolimon,tataricum
wfo-0001304210,variety,behen,Statice,limonium
wfo-0001303300,variety,majellensis,Armeria,maritima
wfo-0001303328,variety,splendens,Armeria,plantaginea
wfo-0001303194,variety,seticeps,Armeria,alpina
wfo-0001303068,variety,androsaceum,Acantholimon,androsaceum
wfo-0001304030,variety,macroptera,Statice,brassicifolia
wfo-0001303616,variety,meyeri,Limonium,gmelini
wfo-0001304444,variety,langeana,Statice,vulgaris
wfo-0001303323,variety,alba,Armeria,plantaginea
wfo-0001303599,variety,eriocalyx,Limonium,erythrorrhizum
wfo-0001303164,variety,creticum,Acantholimon,ulicinum
wfo-0001303486,variety,australe,Limonium,australe
wfo-0001304321,variety,rosea,Statice,plantaginea
wfo-0001303065,variety,puberulum,Acantholimon,alatavicum
wfo-0001303255,variety,tingitana,Armeria,hirta
wfo-0001304421,variety,leptophylla,Statice,suffruticosa
wfo-0001303745,variety,mutabile,Limonium,paradoxum
wfo-0001304209,variety,alba,Statice,limonium
wfo-0001303482,variety,aureum,Limonium,aureum
wfo-0001303727,variety,bellidifolium,Limonium,ocymifolium
wfo-0001303248,variety,bourgaei,Armeria,filicaulis
wfo-0001303794,variety,portlandicum,Limonium,recurvum
wfo-0001304294,variety,normalis,Statice,ovalifolia
wfo-0001303995,variety,rubra,Statice,armeria
wfo-0001303710,variety,pseudebusitanum,Limonium,minutum
wfo-0001304345,variety,bourgaei,Statice,puberula
wfo-0001304342,variety,intermedia,Statice,psiloclada
wfo-0001304440,variety,minuta,Statice,virgata
wfo-0001303493,variety,leucocalyx,Limonium,beaumierianum
wfo-0001303079,variety,bracteatum,Acantholimon,bracteatum
